iter	Logloss
243	0.2329784588
244	0.2326743518
245	0.2321224778
246	0.2317003773
247	0.2316399114
248	0.2313148354
249	0.2310044402
250	0.2307234259
251	0.2303106835
252	0.2299577609
253	0.229573406
254	0.2292258969
255	0.2288920013
256	0.2287797829
257	0.2283861124
258	0.2279775746
259	0.2277384986
260	0.2273255269
261	0.2268799649
262	0.2265997856
263	0.2262000814
264	0.2258055951
265	0.2254817638
266	0.2254310927
267	0.2250766813
268	0.2248546012
269	0.2245556438
270	0.2242054932
271	0.224117722
272	0.223761397
273	0.223511221
274	0.2231061565
275	0.222751178
276	0.2227066662
277	0.2223834255
278	0.22205701
279	0.2219716733
280	0.2217172205
281	0.2213777267
282	0.2213355235
283	0.2210127849
284	0.2207381723
285	0.2203689845
286	0.2200903001
287	0.2196533226
288	0.2193207123
289	0.2189258789
290	0.2186083336
291	0.2182428872
292	0.2178738939
293	0.2177990467
294	0.2172311998
295	0.2169018684
296	0.2165905628
297	0.216512858
298	0.2164740563
299	0.2161119632
300	0.215810916
301	0.2154904966
302	0.2152954858
303	0.2149734236
304	0.2149282987
305	0.2146014213
306	0.2145364411
307	0.2142386532
308	0.2139542726
309	0.2135420466
310	0.2131592235
311	0.2131199616
312	0.2128186158
313	0.2124293731
314	0.2121537822
315	0.2118736522
316	0.2115489465
317	0.211219487
318	0.2111788011
319	0.2109115458
320	0.2108646451
321	0.2105496519
322	0.2102617852
323	0.2099450511
324	0.2096144578
325	0.2093541721
326	0.2092759602
327	0.2090224974
328	0.2087222139
329	0.2084102857
330	0.2081567079
331	0.207886619
332	0.2078197018
333	0.2074480857
334	0.207165241
335	0.2068512668
336	0.2066269565
337	0.2065920331
338	0.2062471182
339	0.2059785495
340	0.2057133618
341	0.2054612421
342	0.2051288084
343	0.2048079251
344	0.2047736816
345	0.2044255267
346	0.2041657871
347	0.2038833666
348	0.2038299197
349	0.203594098
350	0.2033471701
351	0.2033162345
352	0.2030912354
353	0.202725791
354	0.2024758283
355	0.2021988921
356	0.2020012854
357	0.201790895
358	0.201467476
359	0.2012379884
360	0.2009911603
361	0.2007851271
362	0.200751044
363	0.2004846831
364	0.2002550602
365	0.1999899602
366	0.1997190374
367	0.1994659892
368	0.1992576363
369	0.1989894603
370	0.1987557246
371	0.1985036869
372	0.1982279495
373	0.1980213874
374	0.1977526237
375	0.1975880397
376	0.1974818507
377	0.1972389332
378	0.1970344681
379	0.1970043767
380	0.1967847231
381	0.1966031759
382	0.1962366353
383	0.1961671987
384	0.1959833399
385	0.1959341646
386	0.1956220063
387	0.1953380545
388	0.1950488472
389	0.1948219871
390	0.1945609352
391	0.1943951449
392	0.1943523493
393	0.1941024299
394	0.1940729623
395	0.1938283064
396	0.1935025371
397	0.1932370111
398	0.1929379746
399	0.1927892506
400	0.1925402724
401	0.1923293736
402	0.1920618999
403	0.1918104585
404	0.1915488068
405	0.1913159706
406	0.1911084502
407	0.191078199
408	0.1907965771
409	0.1905442176
410	0.1902462758
411	0.1900997939
412	0.1900298872
413	0.1900034864
414	0.1896997886
415	0.1894412385
416	0.1891661533
417	0.1890062359
418	0.1887678456
419	0.1885848653
420	0.1882863654
421	0.1880081813
422	0.1879615276
423	0.187771158
424	0.1875416458
425	0.1872219757
426	0.1871839763
427	0.1869196364
428	0.1866732714
429	0.1864983
430	0.1862461163
431	0.1859499372
432	0.1858943243
433	0.1856227671
434	0.1855966954
435	0.1853903574
436	0.1852551592
437	0.1849977413
438	0.1847356591
439	0.1845196034
440	0.1843419818
441	0.1842761223
442	0.1841314221
443	0.1839200661
444	0.1838952624
445	0.1837207671
446	0.1835027707
447	0.1833299644
448	0.1830811521
449	0.1827988598
450	0.1825378393
451	0.1822983878
452	0.182042266
453	0.1818147838
454	0.1816246154
455	0.181433936
456	0.1811386992
457	0.1809199109
458	0.1808061177
459	0.1806154678
460	0.1804492037
461	0.1802555996
462	0.1802162048
463	0.1799497893
464	0.1796942195
465	0.179467771
466	0.1792504079
467	0.1790774551
468	0.1790534084
469	0.1788488703
470	0.1788044023
471	0.1786277025
472	0.178603859
473	0.1785808421
474	0.1782148452
475	0.1781039152
476	0.1778482915
477	0.1778094173
478	0.1776399813
479	0.1776182402
480	0.1774307594
481	0.1772651032
482	0.1770695421
483	0.1768636651
484	0.1766000676
485	0.1765707311
486	0.1763866445
487	0.176191163
488	0.1760875242
489	0.17592013
490	0.1757868977
491	0.175607169
492	0.1754507072
493	0.1751304379
494	0.174917442
495	0.1747597971
496	0.1745770654
497	0.1744149372
498	0.1741029507
499	0.1739267318
